TierID_TVD;TierID_ITB;GebDat;LaktNr;KalbeDat;BesDat;BesZeit;Experte;VZGNr;BetrNr;SchemaVonDb;DLC_ANMELDUNG_ID;DLC_GP_ID;DLC_DURCHFUEHRUNG_ID;DLC_NRLAKT;DLC_EU;DLC_EU1;DLC_EU2;DLC_EU3;DLC_EU4;DLC_EU5;DLC_EU6;DLC_EU7;DLC_FO;DLC_FO1;DLC_FO2;DLC_FO3;DLC_FO4;DLC_FO5;DLC_FO6;DLC_FU;DLC_FU1;DLC_FU2;DLC_FU3;DLC_HH;DLC_FU4;DLC_KM1;DLC_KM2;DLC_KM3;DLC_P;DLC_UM1;DLC_UM2;DLC_UM3;DLC_UM4;DLC_UM5;DLC_ZI;DLC_ZI1;DLC_ZI2;DLC_ZI3;DLC_ZI4;DLC_ZI5;DLC_ZUSATZZITZEN;DLC_ZUSATZZITZEN_BLIND;DLC_FO7;DLC_FO8;DLC_UM6;DLC_BCS;DLC_RA;DLC_BE;DLC_KM4;DLC_KM5;DLC_KM6;DLC_EU8;DLC_INT;DLC_MC;DLC_FO9;DLC_FO10;DLC_FO11;DLC_FO12;DLC_FO13;DLC_FO14;DLC_FO15;DLC_FO16;DLC_FU5;DLC_FU6;DLC_FU7;DLC_FU8;DLC_FU9;DLC_FU10;DLC_FU11;DLC_UM7;DLC_UM8;DLC_UM9;DLC_UM10;DLC_UM11;DLC_ZI6;DLC_EU9;DLC_FO17;DLC_ZI8;DLC_ZI7;DLC_FOK;DLC_BEK;DLC_EUK;DLC_ZIK;DLC_KM7;DLC_KM8;DLC_KM9;DLC_KM10;DLC_KM11;DLC_KM12;DLC_FUK;DLC_UM12;DLC_KM13;DLC_FO18;DLC_ZWLABEL_ID;DLC_FO19;DLC_FO20;DLC_FO21;DLC_UM13;bugweit;ueberhueftet;beckenGefirstet;unterbunden;weisseFlecken;zuHell;zuDunkel;bluemGurt;eingefallenerMastdarm;verkuerzterUnterkiefer;ausdruck;engesSprunggelenk;kuhhaessig;klauenGespreizt;zwischenklauenwarzen;zehenweit;gangUnregelmaessig;schwellungAmUnterschenkel;gestuft;nacheuterAngehoben;kaltfluss;spaltungSeitlich;fleischig;milchbruechig;zugespitzt;flaschenfoermig;nurVorneLang;stellungNachVorn;dreistrichigkeit;gesenkteLende;weicherRuecken;offenerWiderrist;unregelmaessigerGang;grob;zwischenklauenwarze;gespreizteKlauen;engeSprunggelenke;lockereKnie1;zehenweitVorn;aufgesetzerSchwanzans;schmaleLende;zuWenigGedeckt;bemerkungenZuDenZitzen;zitzenTrichterfoermig;zitzenUnterbunden;zitzenSeitlichEng;zitzenHintenEng;zitzenHintenWeit;zitzenGespreizt;afterzitzen;engesBecken;klauenzwang;zwischenzitzen;vielEutervolumen;hintenEng;seitlichZuwenigGespalten;gestuftesVoreuter;bemerkungenZumEuter;zitzenSchraeg;Kraempfig;zuHoherHuefthoecker;hoherSchwanz;kopfGrobKurz;kurzerDickerHals;schulterBugweit;volleSprunggelenke;hiSchulterSchwach;schwacherRuecken;karpfigerRuecken;hohesBecken;schwachesNacheuter;hintereZitzenZuWeitHinten;vorneNichtAusgeglichen;vorneRund;zuWenigKapazitaet;zuWenigGeteilt;hintenNichtAusgeglichen;kurzesVoreuter;zuVielKapazitaet;nachAussenVorn;unerwuenschterKopf;schraegesGesicht;engeHerzpartie;hueftgelenkZuWeitHinten;groberSchwanz;eingedrueckterSchwanz;eingefMastdarm;seitlichEng;blindeAfterzitzen;ohneKanal;seitlichSehrWeit;lebendeAfterzitzen;zitzenNichtSenkrecht;trichterfoermig;astloch;doppelzitze;hintenAngehoben;wenigFarbe;unausgeglichen;schwacheLende;weicheFesseln;unproduktiverViertel;grobeZitzen;zuFeineZitzen;zitzenZugespitzt;XBeinevorn;steileFesseln;blind;einhodig;lockereKnie2;charakter;umdreherZuWeitHinten;nichtRgswuerdig;schwarzeFlecken;Nacheuterverbindung;DruesigkeitEutertextur;DruesigkeitEutertexturPlus;DruesigkeitEutertexturMinus;ausdruckPlus;ausdruckMinus;Schema
CH120081795090;TGRCHEF120081795090;20090504;1;20120801;20130102;;40;828;129;;;;;1;4;;;;;;;;4;;;;;;4;5;;;;;;116;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120007436342;HWDCHEF120007436342;20000220;1;20010805;20011228;;28;826;353;;;;;1;75;5;6;;6;7;;6;85;;6;9;5;6;7;85;7;7;4;;5;113;;;80;;;;;;75;5;5;2;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120048120057;TGRCHEF120048120057;20051001;3;20090930;20100217;;40;828;177;;;;;3;;;;;;;;;;;;;;;;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000920809;TGRCHEF820000920809;19920512;1;19940919;19950328;;40;828;72;;;;;1;3;;;;;;;;3;;;;;;3;3;;;;;;121;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000100942;TGRCHEF820000100942;19970619;3;20040406;20050316;;40;828;900;;;;;3;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120095768608;TGRCHEF120095768608;20120313;1;20141006;20150521;;40;828;101;;;;;1;4;;;;;;;;4;;;;;;4;4;;;;;;120;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120025217602;TGRCHEF120025217602;20021225;2;20051107;20060422;;40;828;83;;;;;2;;;;;;;;;;;;;;;;;;;;;;121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE009328327371;BSWDEUF000932832737;19990915;3;20040321;20040501;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89 88 90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120042281389;TGRCHEF120042281389;20050212;4;20100320;20110311;;40;828;900;;;;;4;3;;;;;;;;4;;;;;;5;4;;;;;;126;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120102016098;TGRCHEF120102016098;20121220;1;20141021;20150303;;40;828;114;;;;;1;4;;;;;;;;5;;;;;;4;4;;;;;;121;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120012502513;HWDCHEF120012502513;19880727;2;19940909;19941103;;28;20;37;;;;;4;65;2;9;;;3;;8;85;;5;;4;7;8;95;5;;5;;;116;;;78;;;;;;65;6;5;8;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120076593694;TGRCHEF120076593694;20091221;2;20140203;20140305;;40;1035;1;;;;;2;4;;;;;;;;4;;;;;;4;4;;;;;;122;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120047778952;XXXCHEF120047778952;20060817;1;20090923;20100421;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000104643;TGRCHEF820000104643;19980611;2;20011102;20020510;;40;828;129;;;;;2;;;;;;;;;;;;;;;;;;;;;;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120097253737;TGRCHEF120097253737;20120510;1;20140416;20150320;;40;828;167;;;;;1;4;;;;;;;;4;;;;;;3;5;;;;;;117;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120043569431;TGRCHEF120043569431;20040301;1;20070118;20070416;;40;2109;378;;;;;1;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IT220000995028;BSWITAF022000099502;20031002;1;20060901;20061020;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IT 87 81 86 86 82 G+84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120087467496;TGRCHEF120087467496;20101019;2;20140120;20140411;;40;828;91;;;;;2;4;;;;;;;;4;;;;;;5;4;;;;;;120;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000103349;TGRCHEF820000103349;19950101;2;20010830;20020415;;40;825;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120013514515;HWDCHEF120013514515;19960129;1;19980216;19980326;;28;826;326;;;;;1;85;6;7;;;7;;8;65;;4;7;5;5;6;85;6;7;5;;5;116;67;173;80;;;;;;85;5;5;9;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120083281515;TGRCHEF120083281515;20090816;2;20121029;20130306;;40;825;78;;;;;2;4;;;;;;;;4;;;;;;4;5;;;;;;115;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120069368742;TGRCHEF120069368742;20140207;1;20160131;20160319;;40;828;40;;;;;1;4;;;;;;;;4;;;;;;4;4;;;;;;123;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120095215423;TGRCHEF120095215423;20110830;1;20140320;20150406;;40;828;97;;;;;1;4;;;;;;;;5;;;;;;5;4;;;;;;118;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000001478;TGRCHEF820000001478;19870322;4;19921004;19931118;;40;828;17;;;;;4;4;;;;;;;;4;;;;;;4;3;;;;;;123;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT007920645722;BSWAUTF000792064572;20030920;1;20051030;20051215;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AT 73 73 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120046778663;TGRCHEF120046778663;20040920;2;20080227;20080401;;40;828;69;;;;;2;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120084177411;TGRCHEF120084177411;20100506;1;20121122;20130325;;40;828;900;;;;;1;3;;;;;;;;4;;;;;;4;4;;;;;;118;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
US000008902702;BSWUSAF000000890270;19990604;3;20040520;20050501;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US 90 91 90 91 90 90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120078287867;TGRCHEF120078287867;20100112;1;20111203;20120330;;40;825;25;;;;;1;3;;;;;;;;4;;;;;;2;4;;;;;;114;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000108344;TGRCHEF820000108344;19981117;2;20011201;20020315;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120033837014;TGRCHEF120033837014;20050308;2;20090213;20090407;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120085999777;TGRCHEF120085999777;20100520;1;20121130;20130312;;40;828;900;;;;;1;4;;;;;;;;4;;;;;;5;4;;;;;;126;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120046452570;TGRCHEF120046452570;20041004;1;20070929;20080417;;40;828;46;;;;;1;;;;;;;;;;;;;;;;;;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120045911153;TGRCHEF120045911153;20051109;1;20080413;20090109;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120034709402;TGRCHEF120034709402;20040917;2;20080216;20080401;;40;828;69;;;;;2;;;;;;;;;;;;;;;;;;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000102151;XXXCHEF820000102151;19990110;2;20040425;20050409;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT006227838097;TGRAUTF900091120890;20061217;1;20090811;20091001;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AT 9 8 7 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120015555332;TGRCHEF120015555332;19961009;1;19981017;19990415;;40;828;17;;;;;1;3;;;;;;;;3;;;;;;4;3;;;;;;120;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120003412838;TGRCHEF120003412838;19940318;5;20011002;20020319;;40;825;900;;;;;5;;;;;;;;;;;;;;;;;;;;;;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE009322402272;BSWDEUF000932240227;19990913;6;20080826;20090501;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DE 86 85 92 86 87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FR021500560125;BSWFRAF002150056012;20060903;4;20111101;20120110;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FR 91 86 82 84 87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820825107348;TGRCHEF820825107348;19990627;1;20020611;20030328;;40;828;198;;;;;1;;;;;;;;;;;;;;;;;;;;;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120062358955;TGRCHEF120062358955;20071201;2;20120806;20130228;;40;828;14;;;;;2;5;;;;;;;;4;;;;;;5;4;;;;;;125;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH117000941461;TGRCHEF117000941461;19941002;1;19971018;19980402;;40;828;123;;;;;1;3;;;;;;;;3;;;;;;4;3;;;;;;121;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
