TierID_TVD;TierID_ITB;GebDat;LaktNr;KalbeDat;BesDat;BesZeit;Experte;VZGNr;BetrNr;SchemaVonDb;DLC_ANMELDUNG_ID;DLC_GP_ID;DLC_DURCHFUEHRUNG_ID;DLC_NRLAKT;DLC_EU;DLC_EU1;DLC_EU2;DLC_EU3;DLC_EU4;DLC_EU5;DLC_EU6;DLC_EU7;DLC_FO;DLC_FO1;DLC_FO2;DLC_FO3;DLC_FO4;DLC_FO5;DLC_FO6;DLC_FU;DLC_FU1;DLC_FU2;DLC_FU3;DLC_HH;DLC_FU4;DLC_KM1;DLC_KM2;DLC_KM3;DLC_P;DLC_UM1;DLC_UM2;DLC_UM3;DLC_UM4;DLC_UM5;DLC_ZI;DLC_ZI1;DLC_ZI2;DLC_ZI3;DLC_ZI4;DLC_ZI5;DLC_ZUSATZZITZEN;DLC_ZUSATZZITZEN_BLIND;DLC_FO7;DLC_FO8;DLC_UM6;DLC_BCS;DLC_RA;DLC_BE;DLC_KM4;DLC_KM5;DLC_KM6;DLC_EU8;DLC_INT;DLC_MC;DLC_FO9;DLC_FO10;DLC_FO11;DLC_FO12;DLC_FO13;DLC_FO14;DLC_FO15;DLC_FO16;DLC_FU5;DLC_FU6;DLC_FU7;DLC_FU8;DLC_FU9;DLC_FU10;DLC_FU11;DLC_UM7;DLC_UM8;DLC_UM9;DLC_UM10;DLC_UM11;DLC_ZI6;DLC_EU9;DLC_FO17;DLC_ZI8;DLC_ZI7;DLC_FOK;DLC_BEK;DLC_EUK;DLC_ZIK;DLC_KM7;DLC_KM8;DLC_KM9;DLC_KM10;DLC_KM11;DLC_KM12;DLC_FUK;DLC_UM12;DLC_KM13;DLC_FO18;DLC_ZWLABEL_ID;DLC_FO19;DLC_FO20;DLC_FO21;DLC_UM13;bugweit;ueberhueftet;beckenGefirstet;unterbunden;weisseFlecken;zuHell;zuDunkel;bluemGurt;eingefallenerMastdarm;verkuerzterUnterkiefer;ausdruck;engesSprunggelenk;kuhhaessig;klauenGespreizt;zwischenklauenwarzen;zehenweit;gangUnregelmaessig;schwellungAmUnterschenkel;gestuft;nacheuterAngehoben;kaltfluss;spaltungSeitlich;fleischig;milchbruechig;zugespitzt;flaschenfoermig;nurVorneLang;stellungNachVorn;dreistrichigkeit;gesenkteLende;weicherRuecken;offenerWiderrist;unregelmaessigerGang;grob;zwischenklauenwarze;gespreizteKlauen;engeSprunggelenke;lockereKnie1;zehenweitVorn;aufgesetzerSchwanzans;schmaleLende;zuWenigGedeckt;bemerkungenZuDenZitzen;zitzenTrichterfoermig;zitzenUnterbunden;zitzenSeitlichEng;zitzenHintenEng;zitzenHintenWeit;zitzenGespreizt;afterzitzen;engesBecken;klauenzwang;zwischenzitzen;vielEutervolumen;hintenEng;seitlichZuwenigGespalten;gestuftesVoreuter;bemerkungenZumEuter;zitzenSchraeg;Kraempfig;zuHoherHuefthoecker;hoherSchwanz;kopfGrobKurz;kurzerDickerHals;schulterBugweit;volleSprunggelenke;hiSchulterSchwach;schwacherRuecken;karpfigerRuecken;hohesBecken;schwachesNacheuter;hintereZitzenZuWeitHinten;vorneNichtAusgeglichen;vorneRund;zuWenigKapazitaet;zuWenigGeteilt;hintenNichtAusgeglichen;kurzesVoreuter;zuVielKapazitaet;nachAussenVorn;unerwuenschterKopf;schraegesGesicht;engeHerzpartie;hueftgelenkZuWeitHinten;groberSchwanz;eingedrueckterSchwanz;eingefMastdarm;seitlichEng;blindeAfterzitzen;ohneKanal;seitlichSehrWeit;lebendeAfterzitzen;zitzenNichtSenkrecht;trichterfoermig;astloch;doppelzitze;hintenAngehoben;wenigFarbe;unausgeglichen;schwacheLende;weicheFesseln;unproduktiverViertel;grobeZitzen;zuFeineZitzen;zitzenZugespitzt;XBeinevorn;steileFesseln;blind;einhodig;lockereKnie2;charakter;umdreherZuWeitHinten;nichtRgswuerdig;schwarzeFlecken;Nacheuterverbindung;DruesigkeitEutertextur;DruesigkeitEutertexturPlus;DruesigkeitEutertexturMinus;ausdruckPlus;ausdruckMinus;Schema
CH120028684937;TGRCHEF120028684937;19910411;2;19931105;19931115;;40;825;900;;;;;2;3;;;;;;;;2;;;;;;5;2;;;;;;116;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120107723915;TGRCHEF120107723915;20130425;1;20150411;20150416;;40;825;78;;;;;1;4;;;;;;;;4;;;;;;5;4;;;;;;113;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IT000001167736;BSWITAFBL0000116773;19930904;3;19971208;19980301;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IT 89 90 91 91 92 87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120072599706;TGRCHEF120072599706;20090907;2;20120918;20130326;;40;828;44;;;;;2;3;;;;;;;;3;;;;;;2;4;;;;;;117;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120037779686;TGRCHEF120037779686;20070220;2;20091219;20101127;;40;4003;20;;;;;2;;;;;;;;;;;;;;;;;;;;;;121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IT249902395170;BSWITAF024990239517;20080824;1;20110118;20110517;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IT 86 85 88 86 86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AT002016186769;TGRAUTF900090582100;19921201;1;19951008;19960401;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AT 9 9 9 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120025000426;TGRCHEF120025000426;19930223;1;19951128;19961017;;40;825;23;;;;;1;3;;;;;;;;2;;;;;;3;3;;;;;;117;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120018850779;TGRCHEF120018850779;19871214;4;19950626;19960418;;40;828;900;;;;;4;2;;;;;;;;3;;;;;;2;3;;;;;;118;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120069454537;TGRCHEF120069454537;20130428;1;20151127;20160429;;40;828;182;;;;;1;4;;;;;;;;4;;;;;;3;4;;;;;;117;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH110069165069;BSWCHEF110069165069;19931030;1;19960601;19960710;0859;7;69;12;;431;500;;1;;6;6;5;5;6;7;5;;2;6;3;7;2;3;;6;8;5;00000;3;133;50;178;;1;1;2;3;1;;6;8;4;5;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120025279341;TGRCHEF120025279341;20020401;2;20050901;20051121;;40;825;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
US000008398109;BSWUSAF000000839810;19910210;4;19970202;19980501;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US 91 91 90 93 92 90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120012834348;TGRCHEF120012834348;20000310;3;20040417;20040526;;40;828;900;;;;;3;;;;;;;;;;;;;;;;;;;;;;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120011034329;HWDCHEF120011034329;19900413;6;19980101;19980306;;28;826;95;;;;;6;75;8;7;;;6;;6;75;;5;;5;6;6;65;6;7;3;;5;111;70;;73;;;;;;75;7;5;8;7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120095750825;TGRCHEF120095750825;20130326;1;20151118;20160227;;40;828;129;;;;;1;4;;;;;;;;4;;;;;;5;4;;;;;;116;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120007299619;HWDCHEF120007299619;19880220;4;19950101;19951113;;28;826;23;;;;;4;85;7;3;;;5;;7;85;;6;;4;7;7;95;5;;5;;7;116;76;;90;;;;;;95;5;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120087590354;TGRCHEF120087590354;20100421;2;20130625;20140424;;40;549;2;;;;;2;4;;;;;;;;4;;;;;;5;4;;;;;;122;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120093502303;TGRCHEF120093502303;20131026;1;20151211;20160226;;40;828;112;;;;;1;4;;;;;;;;4;;;;;;4;4;;;;;;118;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000101055;TGRCHEF820000101055;19970406;7;20060410;20061212;;40;828;900;;;;;7;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000105497;TGRCHEF820000105497;19981110;1;20010930;20011106;;40;347;119;;;;;1;;;;;;;;;;;;;;;;;;;;;;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120025987246;TGRCHEF120025987246;20011114;1;20041207;20050217;;40;825;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000103288;TGRCHEF820000103288;19970830;2;20020318;20020323;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
US000681191493;BSWUSAF000068119149;20100407;1;20120306;20120901;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US 87 86 86 87 88 88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120063192916;TGRCHEF120063192916;20070310;2;20100913;20120330;;40;828;167;;;;;2;4;;;;;;;;4;;;;;;4;4;;;;;;112;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120100608325;TGRCHEF120100608325;20130506;1;20150607;20160314;;40;828;76;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
US000009280809;BSWUSAF000000928080;20040301;3;20080426;20100601;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US 91 93 92 85 90 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120003356491;TGRCHEF120003356491;20010306;2;20050301;20050324;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120081957160;TGRCHEF120081957160;20100515;2;20140207;20140411;;40;828;900;;;;;2;4;;;;;;;;4;;;;;;3;4;;;;;;122;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120070494867;TGRCHEF120070494867;20130723;1;20151010;20160319;;40;828;52;;;;;1;4;;;;;;;;4;;;;;;3;5;;;;;;110;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
US000009452152;BSWUSAF000000945215;20050912;3;20100926;20110201;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US 92 90 94 90 93 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120058715007;TGRCHEF120058715007;20060502;1;20090129;20090303;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120100608271;TGRCHEF120100608271;20130104;2;20151124;20160315;;40;828;103;;;;;2;4;;;;;;;;4;;;;;;3;5;;;;;;124;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120009235219;TGRCHEF120009235219;20000518;9;20111201;20120411;;40;828;66;;;;;9;4;;;;;;;;4;;;;;;5;5;;;;;;125;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000950097;TGRCHEF820000950097;19950115;1;19970821;19980120;;40;825;10;;;;;1;3;;;;;;;;3;;;;;;3;3;;;;;;122;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000101901;XXXCHEF820000101901;19971004;3;20040615;20050409;;40;828;900;;;;;3;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120055094303;TGRCHEF120055094303;20070423;2;20100909;20101127;;40;828;900;;;;;2;;;;;;;;;;;;;;;;;;;;;;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH820000108429;TGRCHEF820000108429;19990207;3;20031026;20040227;;40;1034;10;;;;;3;;;;;;;;;;;;;;;;;;;;;;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120110843945;TGRCHEF120110843945;20131218;1;20160109;20160319;;40;828;53;;;;;1;4;;;;;;;;4;;;;;;4;4;;;;;;124;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120092643915;XXXCHEF120092643915;20101112;1;20130305;20130308;;40;828;101;;;;;1;4;;;;;;;;4;;;;;;4;4;;;;;;122;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120091301106;TGRCHEF120091301106;20120730;1;20151002;20151114;;40;828;3;;;;;1;4;;;;;;;;4;;;;;;4;5;;;;;;115;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120024205501;TGRCHEF120024205501;20021124;3;20060928;20061215;;40;828;900;;;;;3;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH900001270117;TGRCHEF900001270117;19920103;1;19940729;19941210;;40;828;51;;;;;1;3;;;;;;;;2;;;;;;2;2;;;;;;124;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH120005665751;TGRCHEF120005665751;20010121;1;20031217;20040521;;40;828;900;;;;;1;;;;;;;;;;;;;;;;;;;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
